England/BRIS-1252A4/2020	EPI_ISL_443698	True
England/BRIS-12556F/2020	EPI_ISL_443972	True
England/BRIS-125B21/2020	EPI_ISL_443819	True
England/BRIS-125BE5/2020	EPI_ISL_443987	True
England/BRIS-125CD3/2020	EPI_ISL_443791	True
England/BRIS-125D1C/2020	EPI_ISL_443691	True
England/BRIS-125E19/2020	EPI_ISL_443948	True
England/BRIS-125F07/2020	EPI_ISL_443894	True
England/BRIS-1297CF/2020	EPI_ISL_458825	True
England/BRIS-1298CC/2020	EPI_ISL_458448	True
England/BRIS-130CA8/2020	EPI_ISL_492607	True
England/BRIS-130EFD/2020	EPI_ISL_501607	True
England/BRIS-1854512/2020	EPI_ISL_492315	True
England/CAMB-71C15/2020	EPI_ISL_439927	True
England/CAMB-71C42/2020	EPI_ISL_439880	True
England/CAMB-71CCA/2020	EPI_ISL_439610	True
England/CAMB-71D8B/2020	EPI_ISL_439571	True
England/CAMB-720DC/2020	EPI_ISL_439934	True
England/CAMB-72616/2020	EPI_ISL_439533	True
England/CAMB-7327B/2020	EPI_ISL_440184	True
England/CAMB-7328A/2020	EPI_ISL_440267	True
England/CAMB-73624/2020	EPI_ISL_440213	True
England/CAMB-7377C/2020	EPI_ISL_425234	True
England/CAMB-738C4/2020	EPI_ISL_425251	True
England/CAMB-738E2/2020	EPI_ISL_425253	True
England/CAMB-73F38/2020	EPI_ISL_440321	True
England/CAMB-740DA/2020	EPI_ISL_440329	True
England/CAMB-74C5E/2020	EPI_ISL_425361	True
England/CAMB-7507F/2020	EPI_ISL_440405	True
England/CAMB-753D0/2020	EPI_ISL_440381	True
England/CAMB-7540A/2020	EPI_ISL_440407	True
England/CAMB-755F8/2020	EPI_ISL_425412	True
England/CAMB-759DE/2020	EPI_ISL_438489	True
England/CAMB-75BF6/2020	EPI_ISL_438330	True
England/CAMB-75C7B/2020	EPI_ISL_438301	True
England/CAMB-75DA5/2020	EPI_ISL_438351	True
England/CAMB-75E0C/2020	EPI_ISL_438389	True
England/CAMB-765F7/2020	EPI_ISL_438493	True
England/CAMB-7673D/2020	EPI_ISL_438425	True
England/CAMB-769A0/2020	EPI_ISL_438488	True
England/CAMB-76D95/2020	EPI_ISL_425427	True
England/CAMB-7731A/2020	EPI_ISL_439384	True
England/CAMB-77848/2020	EPI_ISL_439439	True
England/CAMB-77B5E/2020	EPI_ISL_439526	True
England/CAMB-79A04/2020	EPI_ISL_433813	True
England/CAMB-79A22/2020	EPI_ISL_433814	True
